 (NOBRIDGE) LOG  -0.1798280030488968,-0.982587993144989,0.05136200040578842,0,0,0,3367565.631769678
 (NOBRIDGE) LOG  -0.16915300488471985,-0.973376989364624,0.045444998890161514,-79.34104151218804,74.8170452248626,157.81139782973955,3367565.740747155
 (NOBRIDGE) LOG  -0.18123099207878113,-0.974291980266571,0.04306600242853165,-79.4432757836848,75.20805989446748,158.0677894708035,3367565.842905054
 (NOBRIDGE) LOG  -0.16287000477313995,-0.9821609854698181,0.05178900435566902,-79.49232337211465,75.26592525711582,158.07522071662046,3367565.94506875
 (NOBRIDGE) LOG  -0.20197099447250366,-0.9518439769744873,0.02446100115776062,-79.64084583561659,74.80492163908582,157.5275624885905,3367566.044964441
 (NOBRIDGE) LOG  -0.22588300704956055,-0.9437310099601746,0.15054799616336823,-79.74847595655766,76.53547300871361,159.34314971338495,3367566.147119775
 (NOBRIDGE) LOG  -0.1807429939508438,-0.9738649725914001,0.05764500051736832,-79.52745103501604,72.27887179720499,155.11544020206549,3367566.24928042
 (NOBRIDGE) LOG  -0.17366699874401093,-1.0108920335769653,0.0563029982149601,-79.21299595581782,70.5354045398567,153.63957292620913,3367566.351441125
 (NOBRIDGE) LOG  -0.18422000110149384,-0.9718520641326904,0.008967000059783459,-78.92470050114075,70.93100226639467,153.40378113568195,3367566.453601587
 (NOBRIDGE) LOG  -0.1589049994945526,-0.9641050100326538,0.05026400089263916,-79.56212107524303,74.50240573055679,157.23846790178055,3367566.553492517
 (NOBRIDGE) LOG  -0.1765339970588684,-1.0133320093154907,0.061670999974012375,-81.10035480841076,82.69833903643777,165.51176676039026,3367566.655653283
 (NOBRIDGE) LOG  -0.20270299911499023,-0.9888100028038025,-0.0026229999493807554,-82.41172380829653,91.60433197824412,174.15799394768268,3367566.760084253
 (NOBRIDGE) LOG  -0.12084099650382996,-0.9689849615097046,-0.006221999879926443,-83.26635122819438,101.83861229851036,-175.88013052425302,3367566.862245019
 (NOBRIDGE) LOG  -0.10199200361967087,-0.9772809743881226,0.00695400033146143,-84.27039586637542,116.63739192788023,-161.51810051117045,3367566.96440542
 (NOBRIDGE) LOG  -0.1265140026807785,-0.901153028011322,-0.09991800040006638,-85.14404536311176,157.36378821267195,-121.96048619715133,3367567.066555932
 (NOBRIDGE) LOG  -0.04849500209093094,-0.8552809953689575,0.10711599886417389,-82.28942244101829,-174.51030876545028,-94.35601028916716,3367567.168727014
 (NOBRIDGE) LOG  -0.04642099887132645,-0.8349680304527283,-0.11736399680376053,-77.33998733067108,-153.96705317615456,-76.25528498858135,3367567.270887292
 (NOBRIDGE) LOG  0.016164999455213547,-0.749567985534668,-0.0004879999905824661,-67.66093991822434,-143.22390327215487,-66.95023824451701,3367567.370781946
 (NOBRIDGE) LOG  0.02189899981021881,-0.3218970000743866,0.19086900353431702,-51.19885896179463,-144.8398577278882,-62.684149900251235,3367567.472935999
 (NOBRIDGE) LOG  -0.10022300481796265,-0.435357004404068,-0.36087602376937866,-29.478567118114356,-142.52227891985447,-62.48937339568998,3367567.572833277
 (NOBRIDGE) LOG  0.46536901593208313,-0.12871000170707703,-1.0841530561447144,-20.812182335033935,-141.49552390268312,-59.34260279222755,3367567.674990625
 (NOBRIDGE) LOG  -0.9133529663085938,3.5259830951690674,2.6300151348114014,-4.245431290894717,-155.21979183220492,-51.072486801771056,3367567.777151574
 (NOBRIDGE) LOG  0.8926740288734436,0.04270000010728836,-2.3722290992736816,1.7989294606258461,-147.3359093789343,-53.09798964542209,3367567.881583642
 (NOBRIDGE) LOG  -0.050202999264001846,0.11986500769853592,0.12535500526428223,-6.160781966253665,-159.21048011894663,-51.05615581946555,3367567.983743188
 (NOBRIDGE) LOG  0.5821840167045593,-0.3156140148639679,-1.5025520324707031,-17.526461778191358,-143.87338596033138,-45.32091427529755,3367568.085904199
 (NOBRIDGE) LOG  0.3996109962463379,0.08485100418329239,-1.5327470302581787,-0.35058640638161426,-164.917895472436,-45.50955726998413,3367568.188065087
 (NOBRIDGE) LOG  0.41156700253486633,-0.05618100240826607,-1.997871994972229,0.8749786622209861,-145.9014193890699,-44.91232552895821,3367568.290209436
 (NOBRIDGE) LOG  0.3153090178966522,0.10443200170993805,-0.9301889538764954,2.2267249123546664,-150.125700145426,-44.93850222895229,3367568.392391321
 (NOBRIDGE) LOG  0.1441430002450943,-0.016713999211788177,-0.8253299593925476,0.3316818034607677,-158.20461182025718,-44.98729027019369,3367568.494547448
 (NOBRIDGE) LOG  0.1920280009508133,0.02135000005364418,-0.9111570119857788,0.8571592322849517,-158.048405393939,-45.1033146936247,3367568.596708642
 (NOBRIDGE) LOG  0.4535960257053375,0.04270000010728836,-1.0804929733276367,1.5828765966348854,-150.95828654487224,-44.768970103563404,3367568.701140283
 (NOBRIDGE) LOG  0.3186030089855194,0.01012600027024746,-0.9906399846076965,1.2913761824114947,-152.43755525493526,-44.31273737266864,3367568.801033899
 (NOBRIDGE) LOG  0.1820240020751953,0.010979999788105488,-0.8322839736938477,0.7169956396666506,-156.64193284004998,-44.24160095246296,3367568.907731775
 (NOBRIDGE) LOG  0.27468299865722656,0.022753000259399414,-0.9565409421920776,1.0126043593149514,-155.41904211067254,-44.218689082892155,3367569.009892663
 (NOBRIDGE) LOG  0.35288500785827637,0.030621998012065887,-1.0778700113296509,1.3473380567155246,-153.38600898346158,-44.10386335766049,3367569.112056665
 (NOBRIDGE) LOG  0.2433290034532547,0.014944999478757381,-0.9048740267753601,1.0307798128614727,-155.04928298976475,-43.89583628610941,3367569.21421499
